"id","Seen_StarWars","Fan","Han_Solo","Luke_Skywalker","Princess.Leia","Anakin.Skywalker","Obi_Wan","Emperor_Palpatine","Darth_Vader","Lando_Calrissian","Boba.Fett","C3P0","R2D2","Jar_Jar_Binks","Padme_Amidala","Yoda","Who_shot_first","Gender","Age","Household_Income","Education"
3290792507,"Yes","Yes","Somewhat favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Han","Male",25,"$25,000 - $49,999","Bachelor degree"
3290787286,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very unfavorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Unfamiliar (N/A)","Somewhat favorably","Very favorably","Unfamiliar (N/A)","Very favorably","Very favorably","Han","Female",27,"","Less than high school degree"
3290785928,"Yes","Yes","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Very unfavorably","Somewhat favorably","Unfamiliar (N/A)","Somewhat favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Han","Male",19,"$0 - $24,999","Bachelor degree"
3290782952,"No","","","","","","","","","","","","","","","","","Male",46,"$25,000 - $49,999","High school degree"
3290781544,"Yes","Yes","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat unfavorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Very favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Han","Male",34,"$100,000 - $149,999","Bachelor degree"
3290781284,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290781039,"Yes","Yes","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Very favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Greedo","Male",78,"$100,000 - $149,999","Bachelor degree"
3290779524,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Greedo","Female",53,"$25,000 - $49,999","Bachelor degree"
3290779140,"Yes","No","Somewhat favorably","Very favorably","Very favorably","Very favorably","","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very favorably","Very favorably","Han","Female",37,"$50,000 - $99,999","Some college or Associate degree"
3290778828,"Yes","No","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","I don't understand this question","Female",70,"$50,000 - $99,999","Some college or Associate degree"
3290777129,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290773277,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Greedo","Male",34,"$150,000+","Bachelor degree"
3290769012,"No","","","","","","","","","","","","","","","","","Female",52,"$50,000 - $99,999","Some college or Associate degree"
3290767951,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290767535,"Yes","No","Somewhat favorably","Somewhat favorably","Very unfavorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Somewhat unfavorably","Somewhat unfavorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","","I don't understand this question","Male",45,"$150,000+","Graduate degree"
3290765210,"No","","","","","","","","","","","","","","","","","Male",59,"$0 - $24,999","High school degree"
3290762924,"Yes","No","Unfamiliar (N/A)","Very favorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","Somewhat unfavorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Unfamiliar (N/A)","I don't understand this question","Female",55,"$50,000 - $99,999","Some college or Associate degree"
3290761823,"No","","","","","","","","","","","","","","","","","Female",60,"$0 - $24,999","High school degree"
3290760722,"Yes","Yes","Very favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Very favorably","Very unfavorably","Unfamiliar (N/A)","Very favorably","I don't understand this question","Female",54,"","Some college or Associate degree"
3290759512,"Yes","Yes","Very favorably","Very favorably","","","Very favorably","","Very favorably","Very favorably","","Very favorably","Very favorably","","","Very favorably","I don't understand this question","Female",73,"$25,000 - $49,999","Some college or Associate degree"
3290758362,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat unfavorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Very favorably","Han","Male",29,"","Some college or Associate degree"
3290757230,"Yes","No","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","I don't understand this question","Female",20,"$25,000 - $49,999","High school degree"
3290756394,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","Han","Female",56,"$25,000 - $49,999","Bachelor degree"
3290755451,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","I don't understand this question","Female",78,"$50,000 - $99,999","Bachelor degree"
3290753390,"Yes","No","Very favorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Very unfavorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat unfavorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very unfavorably","Unfamiliar (N/A)","Somewhat favorably","Han","Male",50,"$0 - $24,999","Some college or Associate degree"
3290749764,"Yes","Yes","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Somewhat unfavorably","Somewhat favorably","Very favorably","Han","Male",57,"$150,000+","Graduate degree"
3290749229,"Yes","No","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Unfamiliar (N/A)","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","Very favorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Very favorably","I don't understand this question","Male",55,"$0 - $24,999","Some college or Associate degree"
3290746853,"Yes","No","Very favorably","Somewhat favorably","","Somewhat favorably","Neither favorably nor unfavorably (neutral)","","Neither favorably nor unfavorably (neutral)","Very favorably","Somewhat unfavorably","Somewhat favorably","Somewhat favorably","Somewhat unfavorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Han","Female",48,"$0 - $24,999","Bachelor degree"
3290744027,"Yes","","","","","","","","","","","","","","","","","",NA,"",""
3290741994,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat unfavorably","Very favorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very unfavorably","Very favorably","Greedo","Male",44,"","Some college or Associate degree"
3290741405,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat favorably","Very favorably","Very favorably","Very favorably","Greedo","Female",45,"$100,000 - $149,999","Bachelor degree"
3290740448,"Yes","Yes","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very unfavorably","Very unfavorably","Neither favorably nor unfavorably (neutral)","Somewhat unfavorably","Somewhat favorably","Very favorably","Very unfavorably","Very favorably","Very favorably","I don't understand this question","Female",55,"$150,000+","Bachelor degree"
3290739967,"Yes","Yes","Very favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Somewhat favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Very favorably","Han","Female",58,"","High school degree"
3290739235,"Yes","No","Somewhat favorably","Somewhat favorably","Somewhat favorably","Unfamiliar (N/A)","Somewhat favorably","Unfamiliar (N/A)","Very unfavorably","Unfamiliar (N/A)","Unfamiliar (N/A)","Somewhat favorably","Somewhat favorably","Neither favorably nor unfavorably (neutral)","Unfamiliar (N/A)","Somewhat favorably","I don't understand this question","Female",56,"$150,000+","Bachelor degree"
3290738262,"No","","","","","","","","","","","","","","","","","Female",75,"$25,000 - $49,999","High school degree"
3290737104,"No","","","","","","","","","","","","","","","","","Male",36,"$0 - $24,999","Some college or Associate degree"
3290736072,"Yes","Yes","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Very favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Neither favorably nor unfavorably (neutral)","Very favorably","Somewhat favorably","Very favorably","Very favorably","Somewhat unfavorably","Neither favorably nor unfavorably (neutral)","Very favorably","Greedo","Male",60,"$150,000+","Bachelor degree"
3290734874,"Yes","Yes","Very favorably","Very favorably","Somewhat favorably","Somewhat favorably","Very favorably","Neither favorably nor unfavorably (neutral)","Somewhat favorably","Somewhat unfavorably","Somewhat favorably","Somewhat favorably","Very favorably","Somewhat unfavorably","Somewhat favorably","Very favorably","Han","Male",18,"$25,000 - $49,999","Bachelor degree"
3290733932,"Yes","No","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","Somewhat favorably","I don't understand this question","Male",47,"$25,000 - $49,999","Bachelor degree"
